trial_type,trial_index,time_elapsed,internal_node_id,subject_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,ID,view_history,stimulus,stim_dur,Block,trial_type_feed,Point_amount,slider_start,Estimated_points,Speed,Speed_min,Speed_sd,question_order,Correct,True_Perc,FinalQ_1,FinalQ_2,FinalQ_3,FinalQ_4
introduction,2,35134,0.0-2.0,417wa2tm,,,,,,27146.0,5d7ff85ffec5620017b07c40,5d7ff85ffec5620017b07c40,,,,,,,,,,,,,,,,,,
introduction,3,39945,0.0-3.0,417wa2tm,,,,,,4809.0,5d7ff85ffec5620017b07c40,5d7ff85ffec5620017b07c40,,,,,,,,,,,,,,,,,,
introduction,4,51116,0.0-4.0-0.0,417wa2tm,,,,,,11170.0,,5d7ff85ffec5620017b07c40,"[{""page_index"":0,""viewing_time"":1568},{""page_index"":1,""viewing_time"":7538},{""page_index"":2,""viewing_time"":2064}]",,,,,,,,,,,,,,,,,
introduction,5,52249,0.0-5.0-0.0,417wa2tm,,,,,,1131.0,1,5d7ff85ffec5620017b07c40,,Press: 1,,,,,,,,,,,,,,,,
introduction,6,52800,0.0-5.0-0.1,417wa2tm,,,,,,551.0,2,5d7ff85ffec5620017b07c40,,Press: 2,,,,,,,,,,,,,,,,
introduction,7,53526,0.0-5.0-0.2,417wa2tm,,,,,,725.0,1,5d7ff85ffec5620017b07c40,,Press: 1,,,,,,,,,,,,,,,,
introduction,8,54031,0.0-5.0-0.3,417wa2tm,,,,,,505.0,3,5d7ff85ffec5620017b07c40,,Press: 3,,,,,,,,,,,,,,,,
introduction,9,54637,0.0-5.0-0.4,417wa2tm,,,,,,605.0,2,5d7ff85ffec5620017b07c40,,Press: 2,,,,,,,,,,,,,,,,
introduction,10,55198,0.0-5.0-0.5,417wa2tm,,,,,,560.0,3,5d7ff85ffec5620017b07c40,,Press: 3,,,,,,,,,,,,,,,,
introduction,11,55629,0.0-5.0-0.6,417wa2tm,,,,,,431.0,1,5d7ff85ffec5620017b07c40,,Press: 1,,,,,,,,,,,,,,,,
introduction,12,56063,0.0-5.0-0.7,417wa2tm,,,,,,433.0,2,5d7ff85ffec5620017b07c40,,Press: 2,,,,,,,,,,,,,,,,
introduction,13,56581,0.0-5.0-0.8,417wa2tm,,,,,,517.0,3,5d7ff85ffec5620017b07c40,,Press: 3,,,,,,,,,,,,,,,,
introduction,14,57132,0.0-5.0-0.9,417wa2tm,,,,,,551.0,2,5d7ff85ffec5620017b07c40,,Press: 2,,,,,,,,,,,,,,,,
introduction,15,57544,0.0-5.0-0.10,417wa2tm,,,,,,411.0,1,5d7ff85ffec5620017b07c40,,Press: 1,,,,,,,,,,,,,,,,
introduction,16,58043,0.0-5.0-0.11,417wa2tm,,,,,,499.0,3,5d7ff85ffec5620017b07c40,,Press: 3,,,,,,,,,,,,,,,,
introduction,17,100148,0.0-6.0-0.0,417wa2tm,,,,,,42105.0,,5d7ff85ffec5620017b07c40,"[{""page_index"":0,""viewing_time"":1648},{""page_index"":1,""viewing_time"":2944},{""page_index"":2,""viewing_time"":30183},{""page_index"":3,""viewing_time"":7330}]",,,,,,,,,,,,,,,,,
introduction,19,112105,0.0-8.0-0.0,417wa2tm,,,,,,,,5d7ff85ffec5620017b07c40,,img/Red_circle.png,2026.0,calibration,,,,,,,,,,,,,,
introduction,20,113654,0.0-8.0-1.0-0.0,417wa2tm,,,,,,1545.0,1212,5d7ff85ffec5620017b07c40,,1212,,calibration,,,,,,,,,,,,,,
introduction,21,113656,0.0-8.0-2.0,417wa2tm,,,,,,,,5d7ff85ffec5620017b07c40,,,,,,,,,,,,,,,,,,
introduction,22,115665,0.0-8.0-0.1,417wa2tm,,,,,,,,5d7ff85ffec5620017b07c40,,<p>CAREFUL. That was too slow.</p>,2017.0,calibration,,,,,,,,,,,,,,
introduction,23,117035,0.0-8.0-1.1-0.1,417wa2tm,,,,,,1366.0,321,5d7ff85ffec5620017b07c40,,321,,calibration,,,,,,,,,,,,,,
